DATE,COMPANY_ID,SYMBOL,COMPANY,SERIES,ISIN,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,TOTAL_TRADED_QTY,TOTAL_TRADED_VALUE,TOTAL_TRADES,SOURCE_FORMAT,SOURCE_YEAR,CA_EVENT_TYPE,CA_LEDGER_IDS,CA_ORIGINAL_EX_DATES,CASH_DIVIDEND_PER_SHARE,SAME_STOCK_SHARE_MULTIPLIER,RIGHTS_NEW_SHARES,RIGHTS_EXISTING_SHARES,RIGHTS_ISSUE_PRICE,STRUCTURAL_BREAK_FLAG,STRUCTURAL_BREAK_EVENT_DATE,MAX_EVENT_APPLY_LAG_DAYS,RAW_PREV_DATE_UNSEGMENTED,RAW_PREV_CLOSE_UNSEGMENTED,RAW_PRICE_RETURN,SEGMENT_NUMBER,SEGMENT_ID,TR_PREV_DATE,TR_PREV_CLOSE,DAYS_SINCE_PREV_OBS,CA_ADJUSTED_REFERENCE_PRICE,RIGHTS_BENEFIT_PER_POST_SHARE,RIGHTS_NSE_ADJUSTMENT_FACTOR,TOTAL_RETURN,TOTAL_RETURN_INDEX
2016-01-01,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,921.9,927.95,921.05,923.75,925.0,921.9,112028,103588044.4,3462,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,GLENMARK_SEG1,,,,,,,,100.0
2016-01-01,GRANULES,GRANULES,Granules India,EQ,INE101D01020,148.55,151.9,148.1,150.5,149.55,148.8,401732,60246841.15,3541,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,GRANULES_SEG1,,,,,,,,100.0
2016-01-01,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,741.0,747.7,740.0,742.3,742.35,741.9,37731,28042029.0,1607,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,IPCALAB_SEG1,,,,,,,,100.0
2016-01-01,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,279.8,285.4,278.25,279.15,279.0,278.65,230962,64950601.9,3448,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,JBCHEPHARM_SEG1,,,,,,,,100.0
2016-01-01,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1836.1,1859.0,1832.2,1845.25,1843.15,1837.25,238463,440723571.9,8193,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,LUPIN_SEG1,,,,,,,,100.0
2016-01-01,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,581.0,587.5,572.55,576.4,576.0,579.3,114217,66304438.0,3536,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,NATCOPHARM_SEG1,,,,,,,,100.0
2016-01-01,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,1018.5,1030.0,1005.0,1010.0,1010.0,1004.35,67558,68641890.55,4743,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,PEL_SEG1,,,,,,,,100.0
2016-01-01,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2358.0,2411.25,2341.15,2383.65,2380.95,2358.75,17990,42735369.75,3390,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,PFIZER_SEG1,,,,,,,,100.0
2016-01-01,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4378.05,4399.9,4331.05,4339.85,4332.0,4378.75,5380,23410598.2,820,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,SANOFI_SEG1,,,,,,,,100.0
2016-01-01,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1287.5,1309.8,1273.05,1305.3,1303.6,1289.35,168997,219116726.9,5857,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,STAR_SEG1,,,,,,,,100.0
2016-01-01,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,810.05,817.9,806.2,815.55,813.75,820.15,986728,802531605.6,19355,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,SUNPHARMA_SEG1,,,,,,,,100.0
2016-01-01,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1459.9,1509.9,1456.2,1478.9,1476.25,1451.65,375474,556347564.9,21868,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,TORNTPHARM_SEG1,,,,,,,,100.0
2016-01-01,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1537.8,1614.0,1530.85,1603.75,1602.85,1528.7,1038309,1643917025.75,32884,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,WOCKPHARMA_SEG1,,,,,,,,100.0
2016-01-01,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,325.0,337.9,323.6,332.7,332.3,327.55,7005090,2332714569.45,77849,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,,,,1,ZYDUS_SEG1,,,,,,,,100.0
2016-01-04,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5850.0,5999.95,5850.0,5930.9,5900.0,5895.95,2110,12521068.65,631,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,5895.95,0.005927797895165288,1,ABBOTINDIA_SEG1,2016-01-01,5895.95,3.0,5895.95,,,0.005927797895165288,100.59277978951653
2016-01-04,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1338.8,1338.8,1312.0,1327.5,1329.5,1331.95,122950,163060376.7,9324,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1331.95,-0.003340966252487032,1,AJANTPHARM_SEG1,2016-01-01,1331.95,3.0,1331.95,,,-0.003340966252487032,99.6659033747513
2016-01-04,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1499.9,1580.0,1485.0,1530.15,1526.0,1503.1,1350429,2084510788.65,52143,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1503.1,0.017996141307963676,1,ALKEM_SEG1,2016-01-01,1503.1,3.0,1503.1,,,0.017996141307963676,101.79961413079637
2016-01-04,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,686.0,698.0,681.0,684.2,682.1,687.85,51148,35184641.2,2990,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,687.85,-0.005306389474449391,1,APLLTD_SEG1,2016-01-01,687.85,3.0,687.85,,,-0.005306389474449391,99.46936105255506
2016-01-04,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,876.9,878.5,832.2,844.3,841.95,881.4,2112425,1790226112.65,45624,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,881.4,-0.04209212616292268,1,AUROPHARMA_SEG1,2016-01-01,881.4,3.0,881.4,,,-0.04209212616292268,95.79078738370774
2016-01-04,BIOCON,BIOCON,Biocon,EQ,INE376G01013,519.75,541.55,515.6,534.2,539.6,521.2,1267540,666801720.4,25205,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,521.2,0.024942440521872555,1,BIOCON_SEG1,2016-01-01,521.2,3.0,521.2,,,0.024942440521872555,102.49424405218726
2016-01-04,CIPLA,CIPLA,Cipla,EQ,INE059A01026,652.05,653.8,639.4,645.65,645.0,655.35,631534,407691014.2,19653,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,655.35,-0.014801251239795588,1,CIPLA_SEG1,2016-01-01,655.35,3.0,655.35,,,-0.014801251239795588,98.51987487602044
2016-01-04,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1161.0,1173.7,1137.8,1149.7,1143.9,1162.5,233101,269738285.6,14632,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1162.5,-0.011010752688171976,1,DIVISLAB_SEG1,2016-01-01,1162.5,3.0,1162.5,,,-0.011010752688171976,98.8989247311828
2016-01-04,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3105.0,3120.0,3042.55,3056.0,3058.05,3108.6,333993,1028190850.65,27576,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,3108.6,-0.016920800360290755,1,DRREDDY_SEG1,2016-01-01,3108.6,3.0,3108.6,,,-0.016920800360290755,98.30791996397093
2016-01-04,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3277.0,3299.0,3244.95,3258.2,3247.0,3294.85,5653,18443115.25,1832,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,3294.85,-0.01112341988254395,1,GLAXO_SEG1,2016-01-01,3294.85,3.0,3294.85,,,-0.01112341988254395,98.8876580117456
2016-01-04,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,926.8,948.95,920.55,930.55,930.55,923.75,574348,537313605.1,30359,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,923.75,0.007361299052774051,1,GLENMARK_SEG1,2016-01-01,923.75,3.0,923.75,,,0.007361299052774051,100.73612990527741
2016-01-04,GRANULES,GRANULES,Granules India,EQ,INE101D01020,149.8,149.8,146.0,146.65,146.15,150.5,598406,88257594.3,5524,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,150.5,-0.025581395348837188,1,GRANULES_SEG1,2016-01-01,150.5,3.0,150.5,,,-0.025581395348837188,97.44186046511628
2016-01-04,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,744.0,745.0,730.7,731.95,731.0,742.3,67975,49963570.5,3473,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,742.3,-0.013943149669944699,1,IPCALAB_SEG1,2016-01-01,742.3,3.0,742.3,,,-0.013943149669944699,98.60568503300553
2016-01-04,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,281.1,288.0,279.5,280.95,282.5,279.15,273163,77206032.95,6530,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,279.15,0.006448146157979728,1,JBCHEPHARM_SEG1,2016-01-01,279.15,3.0,279.15,,,0.006448146157979728,100.64481461579797
2016-01-04,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1830.0,1837.85,1786.4,1795.15,1798.0,1845.25,649115,1171575909.35,40072,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1845.25,-0.027150792575531768,1,LUPIN_SEG1,2016-01-01,1845.25,3.0,1845.25,,,-0.027150792575531768,97.28492074244683
2016-01-04,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,574.0,579.55,561.0,563.3,562.2,576.4,92589,52631018.25,3121,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,576.4,-0.022727272727272818,1,NATCOPHARM_SEG1,2016-01-01,576.4,3.0,576.4,,,-0.022727272727272818,97.72727272727272
2016-01-04,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,1016.0,1026.9,983.0,989.2,994.0,1010.0,52548,52482413.35,4883,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1010.0,-0.0205940594059405,1,PEL_SEG1,2016-01-01,1010.0,3.0,1010.0,,,-0.0205940594059405,97.94059405940595
2016-01-04,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2383.0,2399.9,2351.3,2367.45,2365.0,2383.65,7346,17392083.65,1398,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,2383.65,-0.006796299792335425,1,PFIZER_SEG1,2016-01-01,2383.65,3.0,2383.65,,,-0.006796299792335425,99.32037002076646
2016-01-04,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4389.0,4389.0,4280.0,4296.35,4290.0,4339.85,2584,11155159.55,876,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,4339.85,-0.010023387905111925,1,SANOFI_SEG1,2016-01-01,4339.85,3.0,4339.85,,,-0.010023387905111925,98.99766120948881
2016-01-04,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1305.3,1305.3,1260.0,1279.9,1280.05,1305.3,233584,298751412.25,8312,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1305.3,-0.019459128169769246,1,STAR_SEG1,2016-01-01,1305.3,3.0,1305.3,,,-0.019459128169769246,98.05408718302307
2016-01-04,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,813.9,821.3,795.1,799.1,797.8,815.55,2388588,1920584470.65,85014,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,815.55,-0.02017043712831823,1,SUNPHARMA_SEG1,2016-01-01,815.55,3.0,815.55,,,-0.02017043712831823,97.98295628716818
2016-01-04,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1470.0,1482.95,1442.1,1448.35,1449.25,1478.9,143612,209599077.3,14705,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1478.9,-0.020657245249848022,1,TORNTPHARM_SEG1,2016-01-01,1478.9,3.0,1478.9,,,-0.020657245249848022,97.9342754750152
2016-01-04,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1599.5,1627.55,1550.1,1578.4,1574.05,1603.75,1368153,2178157122.8,51128,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,1603.75,-0.015806703039750514,1,WOCKPHARMA_SEG1,2016-01-01,1603.75,3.0,1603.75,,,-0.015806703039750514,98.41932969602495
2016-01-04,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,334.05,334.3,319.0,320.8,320.1,332.7,4827927,1565036468.85,87292,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-01,332.7,-0.03576795912233233,1,ZYDUS_SEG1,2016-01-01,332.7,3.0,332.7,,,-0.03576795912233233,96.42320408776676
2016-01-05,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5989.9,5990.0,5853.0,5878.1,5860.05,5930.9,1132,6685338.95,368,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,5930.9,-0.00890252744102904,1,ABBOTINDIA_SEG1,2016-01-04,5930.9,1.0,5930.9,,,-0.00890252744102904,99.69724980707096
2016-01-05,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1331.5,1336.65,1285.55,1309.85,1335.0,1327.5,187695,245053281.75,7798,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1327.5,-0.013295668549905937,1,AJANTPHARM_SEG1,2016-01-04,1327.5,1.0,1327.5,,,-0.013295668549905937,98.34077855775365
2016-01-05,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1538.0,1588.9,1533.6,1567.7,1561.1,1530.15,658233,1027547097.95,22938,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1530.15,0.024540077770153212,1,ALKEM_SEG1,2016-01-04,1530.15,1.0,1530.15,,,0.024540077770153212,104.29778457853769
2016-01-05,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,684.0,688.95,675.05,677.85,677.0,684.2,65128,44354712.2,3400,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,684.2,-0.009280912014031029,1,APLLTD_SEG1,2016-01-04,684.2,1.0,684.2,,,-0.009280912014031029,98.54619466453441
2016-01-05,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,845.95,867.35,841.25,863.5,860.65,844.3,1926118,1650897290.25,41642,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,844.3,0.0227407319673103,1,AUROPHARMA_SEG1,2016-01-04,844.3,1.0,844.3,,,0.0227407319673103,97.96914000453823
2016-01-05,BIOCON,BIOCON,Biocon,EQ,INE376G01013,543.0,544.55,532.5,534.15,535.0,534.2,1103610,593038234.75,18885,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,534.2,-9.35979034071277e-05,1,BIOCON_SEG1,2016-01-04,534.2,1.0,534.2,,,-9.35979034071277e-05,102.48465080583267
2016-01-05,CIPLA,CIPLA,Cipla,EQ,INE059A01026,646.2,649.95,638.05,640.85,639.7,645.65,642269,414014184.85,34626,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,645.65,-0.007434368465887076,1,CIPLA_SEG1,2016-01-04,645.65,1.0,645.65,,,-0.007434368465887076,97.78744182497901
2016-01-05,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1147.0,1157.5,1138.5,1147.5,1149.0,1149.7,302272,347362694.5,12155,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1149.7,-0.001913542663303458,1,DIVISLAB_SEG1,2016-01-04,1149.7,1.0,1149.7,,,-0.001913542663303458,98.70967741935485
2016-01-05,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3065.0,3085.4,3060.0,3070.65,3074.0,3056.0,301505,926644923.0,33239,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,3056.0,0.004793848167539361,1,DRREDDY_SEG1,2016-01-04,3056.0,1.0,3056.0,,,0.004793848167539361,98.77919320594482
2016-01-05,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3259.95,3299.0,3230.0,3277.8,3285.0,3258.2,5485,17869347.15,1073,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,3258.2,0.006015591430851508,1,GLAXO_SEG1,2016-01-04,3258.2,1.0,3258.2,,,0.006015591430851508,99.48252575989804
2016-01-05,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,939.9,943.25,929.95,935.05,934.9,930.55,488035,456458989.95,27065,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,930.55,0.004835849766267275,1,GLENMARK_SEG1,2016-01-04,930.55,1.0,930.55,,,0.004835849766267275,101.22327469553451
2016-01-05,GRANULES,GRANULES,Granules India,EQ,INE101D01020,147.75,150.9,144.8,147.95,147.2,146.65,770184,113326903.8,7056,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,146.65,0.008864643709512343,1,GRANULES_SEG1,2016-01-04,146.65,1.0,146.65,,,0.008864643709512343,98.30564784053155
2016-01-05,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,739.4,739.4,710.05,712.35,715.0,731.95,403078,293714074.35,5632,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,731.95,-0.026777785367853024,1,IPCALAB_SEG1,2016-01-04,731.95,1.0,731.95,,,-0.026777785367853024,95.9652431631416
2016-01-05,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,282.85,286.3,276.6,278.65,279.7,280.95,199676,56105815.0,4094,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,280.95,-0.008186510055170015,1,JBCHEPHARM_SEG1,2016-01-04,280.95,1.0,280.95,,,-0.008186510055170015,99.82088482894503
2016-01-05,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1813.3,1813.3,1773.0,1783.05,1780.0,1795.15,873308,1565860571.35,37003,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1795.15,-0.006740383811937756,1,LUPIN_SEG1,2016-01-04,1795.15,1.0,1795.15,,,-0.006740383811937756,96.62918303752879
2016-01-05,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,569.0,623.7,565.3,596.15,599.0,563.3,866451,514467263.7,22902,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,563.3,0.05831706018107585,1,NATCOPHARM_SEG1,2016-01-04,563.3,1.0,563.3,,,0.05831706018107585,103.4264399722415
2016-01-05,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,991.2,1007.0,980.0,985.75,984.9,989.2,45072,44512549.25,7546,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,989.2,-0.0034876668014557355,1,PEL_SEG1,2016-01-04,989.2,1.0,989.2,,,-0.0034876668014557355,97.59900990099011
2016-01-05,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2390.95,2390.95,2360.0,2368.25,2369.55,2367.45,6736,15958795.55,979,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,2367.45,0.0003379163234704663,1,PFIZER_SEG1,2016-01-04,2367.45,1.0,2367.45,,,0.0003379163234704663,99.3539319950496
2016-01-05,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4375.0,4375.0,4259.95,4284.1,4296.0,4296.35,27045,116035555.2,942,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,4296.35,-0.0028512574627299614,1,SANOFI_SEG1,2016-01-04,4296.35,1.0,4296.35,,,-0.0028512574627299614,98.71539338917245
2016-01-05,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1285.0,1287.35,1260.1,1264.6,1263.6,1279.9,250697,317835140.55,9683,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1279.9,-0.01195405891085255,1,STAR_SEG1,2016-01-04,1279.9,1.0,1279.9,,,-0.01195405891085255,96.88194284838735
2016-01-05,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,807.0,807.0,792.05,800.5,800.75,799.1,1632394,1306676322.85,73398,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,799.1,0.0017519709673381456,1,SUNPHARMA_SEG1,2016-01-04,799.1,1.0,799.1,,,0.0017519709673381456,98.15461958187726
2016-01-05,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1444.15,1459.7,1420.55,1435.95,1435.0,1448.35,186614,269275536.4,14940,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1448.35,-0.008561466496357806,1,TORNTPHARM_SEG1,2016-01-04,1448.35,1.0,1448.35,,,-0.008561466496357806,97.09581445669077
2016-01-05,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1585.0,1600.0,1563.1,1579.7,1576.7,1578.4,1108326,1750238079.2,39089,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,1578.4,0.000823618854536301,1,WOCKPHARMA_SEG1,2016-01-04,1578.4,1.0,1578.4,,,0.000823618854536301,98.50038971161342
2016-01-05,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,322.2,324.9,309.55,313.6,313.3,320.8,4874911,1530776517.6,94557,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-04,320.8,-0.02244389027431415,1,ZYDUS_SEG1,2016-01-04,320.8,1.0,320.8,,,-0.02244389027431415,94.25909227532313
2016-01-06,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5870.05,5899.65,5780.0,5783.6,5780.0,5878.1,1183,6890679.55,406,LEGACY,2016.0,NONE,,,0.0,1.0,,,,False,,0,2016-01-05,5878.1,-0.016076623398717294,1,ABBOTINDIA_SEG1,2016-01-05,5878.1,1.0,5878.1,,,-0.016076623398717294,98.09445466803484
