LEDGER_ID,SOURCE_ROW_NUMBER,EX_DATE,RECORD_DATE,COMPANY_ID,SYMBOL,PRICE_SYMBOL,SERIES,PURPOSE,PURPOSE_NORMALIZED,ACTION_TAGS,PRIMARY_CLASS,TREATMENT_CODE,RESEARCH_RELEVANCE,STRUCTURAL_BREAK_FLAG,SPECIAL_DIVIDEND_FLAG,AUTO_TERMS_READY,MANUAL_REVIEW_REQUIRED,REVIEW_REASON,DIVIDEND_RUPEES_PER_SHARE,DIVIDEND_PARSE_STATUS,BONUS_NEW_SHARES,BONUS_EXISTING_SHARES,BONUS_SHARE_MULTIPLIER,BONUS_PARSE_STATUS,SPLIT_OLD_FACE_VALUE,SPLIT_NEW_FACE_VALUE,SPLIT_SHARE_MULTIPLIER,SPLIT_PARSE_STATUS,RIGHTS_NEW_SHARES,RIGHTS_EXISTING_SHARES,RIGHTS_RATIO_PARSE_STATUS,EQ_PRICE_ON_EX_DATE,EQ_CLOSE_ON_EX_DATE,COMPANY,NSE_COMPANY_NAME,FACE_VALUE,BOOK_CLOSURE_START,BOOK_CLOSURE_END,PAYMENT_DATE,REMARKS
CA0153,153,2019-08-22,2019-08-23,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,543.05,Natco Pharma,Natco Pharma Limited,2,,,,
CA0154,154,2019-08-22,2019-08-23,STAR,STAR,STAR,EQ,Interim Dividend - Rs 12 Per Share,INTERIM DIVIDEND - RS 12 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,12.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,377.15,Strides Pharma Science,Strides Pharma Science Limited,10,,,,
CA0155,155,2019-08-29,,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,540.4,Natco Pharma,Natco Pharma Limited,2,2019-09-03,2019-09-05,,
CA0156,156,2019-09-19,,GLENMARK,GLENMARK,GLENMARK,EQ,Annual General Meeting/Dividend - Rs 2 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,358.35,Glenmark Pharmaceuticals,Glenmark Pharmaceuticals Limited,1,2019-09-21,2019-09-27,,
CA0157,157,2019-10-31,2019-11-02,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Rs 0.25 Per Share,INTERIM DIVIDEND - RS 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,125.25,Granules India,Granules India Limited,1,,,,
CA0158,158,2019-11-15,2019-11-18,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Interim Dividend - Rs 13 Per Share,INTERIM DIVIDEND - RS 13 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,13.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,970.75,Ajanta Pharma,Ajanta Pharma Limited,2,,,,
CA0159,159,2019-11-21,2019-11-23,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,429.7,Aurobindo Pharma,Aurobindo Pharma Limited,1,,,,
CA0160,160,2019-11-21,2019-11-22,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Buyback,BUYBACK,BUYBACK,BUYBACK,NO_AUTOMATIC_ADJUSTMENT_REVIEW_TERMS,EQ_SERIES,False,False,False,True,BUYBACK_IS_NOT_AUTOMATIC_TOTAL_RETURN_DISTRIBUTION,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,387.55,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,,,,
CA0161,161,2019-11-21,2019-11-22,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Re 1 Per Share,INTERIM DIVIDEND - RE 1 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,555.8,Natco Pharma,Natco Pharma Limited,2,,,,
CA0162,162,2019-12-30,2019-12-31,PEL,PEL,PEL,EQ,Rights 11:83 @ Premium Rs 1298/-,RIGHTS 11:83 @ PREMIUM RS 1298/-,RIGHTS,RIGHTS_ISSUE,MANUAL_RIGHTS_TERMS_AND_THEORETICAL_ADJUSTMENT,EQ_SERIES,False,False,False,True,RIGHTS_REQUIRE_RATIO_SUBSCRIPTION_PRICE_AND_EVENT_REVIEW,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,11.0,83.0,PARSED,True,1585.05,Piramal Enterprises,Piramal Enterprises Limited,2,,,,
CA0163,163,2020-01-30,2020-01-31,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Re 0.25 Per Share,INTERIM DIVIDEND - RE 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,146.2,Granules India,Granules India Limited,1,,,,
CA0164,164,2020-02-13,2020-02-15,ALKEM,ALKEM,ALKEM,EQ,Interim Dividend - Rs 22 Per Share,INTERIM DIVIDEND - RS 22 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,22.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2615.05,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0165,165,2020-02-17,2020-02-18,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Interim Dividend - Rs 1.75 Per Share,INTERIM DIVIDEND - RS 1.75 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.75,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,493.6,Aurobindo Pharma,Aurobindo Pharma Limited,1,,,,
CA0166,166,2020-02-17,2020-02-18,SUNPHARMA,SUNPHARMA,SUNPHARMA,EQ,Interim Dividend - Rs 3 Per Share,INTERIM DIVIDEND - RS 3 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,408.4,Sun Pharmaceutical Industries,Sun Pharmaceutical Industries Limited,1,,,,
CA0167,167,2020-02-18,2020-02-20,IPCALAB,IPCALAB,IPCALAB,EQ,Interim Dividend - Rs 5 Per Share,INTERIM DIVIDEND - RS 5 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,5.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1315.4,IPCA Laboratories,IPCA Laboratories Limited,1,,,,
CA0168,168,2020-02-24,2020-02-25,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Rs 3.5 Per Share,INTERIM DIVIDEND - RS 3.5 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,642.05,Natco Pharma,Natco Pharma Limited,2,,,,
CA0169,169,2020-02-25,2020-02-26,DIVISLAB,DIVISLAB,DIVISLAB,EQ,Interim Dividend - Rs 16 Per Share,INTERIM DIVIDEND - RS 16 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,16.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2116.0,Divi's Laboratories,Divi's Laboratories Limited,2,,,,
CA0170,170,2020-03-03,2020-03-04,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Interim Dividend - Rs 10 Per Share,INTERIM DIVIDEND - RS 10 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,10.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,557.85,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,,,,
CA0171,171,2020-03-16,2020-03-17,APLLTD,APLLTD,APLLTD,EQ,Interim Dividend - Rs 7 Per Share Special Dividend - Rs 3 Per Share,INTERIM DIVIDEND - RS 7 PER SHARE SPECIAL DIVIDEND - RS 3 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,False,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,,AMBIGUOUS_MULTIPLE_AMOUNTS,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,536.9,Alembic Pharmaceuticals,Alembic Pharmaceuticals Limited,2,,,,
CA0172,172,2020-03-18,2020-03-19,TORNTPHARM,TORNTPHARM,TORNTPHARM,EQ,Interim Dividend - Rs 17 Per Share Special Dividend - Rs 15 Per Share,INTERIM DIVIDEND - RS 17 PER SHARE SPECIAL DIVIDEND - RS 15 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,False,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,,AMBIGUOUS_MULTIPLE_AMOUNTS,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1815.25,Torrent Pharmaceuticals,Torrent Pharmaceuticals Limited,5,,,,
CA0173,173,2020-03-19,2020-03-20,CIPLA,CIPLA,CIPLA,EQ,Interim Dividend - Rs 3 Per Share Special Dividend - Re 1 Per Share,INTERIM DIVIDEND - RS 3 PER SHARE SPECIAL DIVIDEND - RE 1 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,False,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,,AMBIGUOUS_MULTIPLE_AMOUNTS,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,374.7,Cipla,Cipla Limited,2,,,,
CA0174,174,2020-03-19,2020-03-20,GRANULES,GRANULES,GRANULES,EQ,Buyback,BUYBACK,BUYBACK,BUYBACK,NO_AUTOMATIC_ADJUSTMENT_REVIEW_TERMS,EQ_SERIES,False,False,False,True,BUYBACK_IS_NOT_AUTOMATIC_TOTAL_RETURN_DISTRIBUTION,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,132.15,Granules India,Granules India Limited,1,,,,
CA0175,175,2020-03-23,2020-03-25,LAURUSLABS,LAURUSLABS,LAURUSLABS,EQ,Interim Dividend - Rs 1.50 Per Share,INTERIM DIVIDEND - RS 1.50 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,320.4,Laurus Labs,Laurus Labs Limited,2,,,,
CA0176,176,2020-03-23,2020-03-24,ZYDUS,ZYDUSLIFE,CADILAHC,EQ,Interim Dividend - Rs 3.50 Per Share,INTERIM DIVIDEND - RS 3.50 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,280.35,Zydus Lifesciences,Zydus Lifesciences Limited,1,,,,
CA0177,177,2020-05-06,2020-05-08,PFIZER,PFIZER,PFIZER,EQ,Special Dividend - Rs 320 Per Share,SPECIAL DIVIDEND - RS 320 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,True,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,320.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,4767.95,Pfizer,Pfizer Limited,10,,,,
CA0178,178,2020-06-26,2020-06-29,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Re 1 Per Share,INTERIM DIVIDEND - RE 1 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,634.1,Natco Pharma,Natco Pharma Limited,2,,,,
CA0179,179,2020-06-29,,SANOFI,SANOFI,SANOFI,EQ,Dividend - Rs 106 Per Share Special Dividend 243 Per Share,DIVIDEND - RS 106 PER SHARE SPECIAL DIVIDEND 243 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,True,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,106.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,7916.75,Sanofi India,Sanofi India Limited,10,2020-07-01,2020-07-07,,
CA0180,180,2020-07-01,,LAURUSLABS,LAURUSLABS,LAURUSLABS,EQ,Annual General Meeting/Dividend - Re 1 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,527.2,Laurus Labs,Laurus Labs Limited,2,2020-07-03,2020-07-09,,
CA0181,181,2020-07-13,,DRREDDY,DRREDDY,DRREDDY,EQ,Annual General Meeting/Dividend - Rs 25 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 25 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,25.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,3899.55,Dr. Reddy's Laboratories,Dr. Reddy's Laboratories Limited,1,2020-07-15,2020-07-17,,
CA0182,182,2020-07-16,,PEL,PEL,PEL,EQ,Annual General Meeting/Dividend - Rs 14 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,14.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1372.95,Piramal Enterprises,Piramal Enterprises Limited,2,2020-07-18,2020-07-30,,
CA0183,183,2020-07-17,2020-07-20,GLAXO,GLAXO,GLAXO,EQ,Dividend - Rs 20 And Special Dividend - Rs 20 Per Share,DIVIDEND - RS 20 AND SPECIAL DIVIDEND - RS 20 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,True,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,20.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1519.2,GlaxoSmithKline Pharmaceuticals,GlaxoSmithKline Pharmaceuticals Limited,10,,,,
CA0184,184,2020-07-21,,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1426.2,Ajanta Pharma,Ajanta Pharma Limited,2,2020-07-23,2020-07-30,,
CA0185,185,2020-07-24,2020-07-27,STAR,STAR,STAR,EQ,Annual General Meeting/Dividend - Rs 2 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,420.85,Strides Pharma Science,Strides Pharma Science Limited,10,,,,
CA0186,186,2020-07-24,,WOCKPHARMA,WOCKPHARMA,WOCKPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,266.25,Wockhardt,Wockhardt Limited,5,2020-07-28,2020-08-03,,
CA0187,187,2020-07-28,2020-07-29,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Rs 0.25 Per Share,INTERIM DIVIDEND - RS 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,291.9,Granules India,Granules India Limited,1,,,,
CA0188,188,2020-08-03,,LUPIN,LUPIN,LUPIN,EQ,Annual General Meeting/Dividend - Rs  6 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,6.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,927.65,Lupin,Lupin Limited,2,2020-08-05,2020-08-12,,
CA0189,189,2020-08-05,,GRANULES,GRANULES,GRANULES,EQ,Annual General Meeting/Dividend - Rs 0.25 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.25 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,316.85,Granules India,Granules India Limited,1,2020-08-07,2020-08-13,,
CA0190,190,2020-08-10,2020-08-11,ALKEM,ALKEM,ALKEM,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2978.0,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0191,191,2020-08-11,,CIPLA,CIPLA,CIPLA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,778.0,Cipla,Cipla Limited,2,2020-08-13,2020-08-27,,
CA0192,192,2020-08-12,,ZYDUS,ZYDUSLIFE,CADILAHC,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,385.2,Zydus Lifesciences,Zydus Lifesciences Limited,1,2020-08-14,2020-08-21,,
CA0193,193,2020-08-19,,SUNPHARMA,SUNPHARMA,SUNPHARMA,EQ,Annual General Meeting/Dividend - Re 1 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,525.4,Sun Pharmaceutical Industries,Sun Pharmaceutical Industries Limited,1,2020-08-21,2020-08-27,,
CA0194,194,2020-08-21,,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Annual General Meeting/Interim Dividend - Rs 1.25 Per Share,ANNUAL GENERAL MEETING/INTERIM DIVIDEND - RS 1.25 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,856.15,Aurobindo Pharma,Aurobindo Pharma Limited,1,2020-08-25,2020-08-27,,
CA0195,195,2020-08-21,2020-08-24,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,847.5,Natco Pharma,Natco Pharma Limited,2,,,,
CA0196,196,2020-08-27,,PFIZER,PFIZER,PFIZER,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,10.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,4828.75,Pfizer,Pfizer Limited,10,2020-08-29,2020-09-04,,
CA0197,197,2020-08-28,,ABBOTINDIA,ABBOTINDIA,ABBOTINDIA,EQ,Annual General Meeting/Dividend - Rs 107 Per Share And Special Dividend - Rs 143 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 107 PER SHARE AND SPECIAL DIVIDEND - RS 143 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,False,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,,AMBIGUOUS_MULTIPLE_AMOUNTS,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,16816.05,Abbott India,Abbott India Limited,10,2020-09-01,2020-09-07,,
CA0198,198,2020-09-04,,DIVISLAB,DIVISLAB,DIVISLAB,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,3223.15,Divi's Laboratories,Divi's Laboratories Limited,2,2020-09-08,2020-09-14,,
CA0199,199,2020-09-10,,IPCALAB,IPCALAB,IPCALAB,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2049.05,IPCA Laboratories,IPCA Laboratories Limited,1,2020-09-12,2020-09-17,,
CA0200,200,2020-09-17,,GLENMARK,GLENMARK,GLENMARK,EQ,Annual General Meeting/Dividend - Rs 2.50 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,492.7,Glenmark Pharmaceuticals,Glenmark Pharmaceuticals Limited,1,2020-09-19,2020-09-29,,
CA0201,201,2020-09-22,2020-09-23,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Annual General Meeting/Dividend -  Re 1 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,999.0,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,,,,
