LEDGER_ID,SOURCE_ROW_NUMBER,EX_DATE,RECORD_DATE,COMPANY_ID,SYMBOL,PRICE_SYMBOL,SERIES,PURPOSE,PURPOSE_NORMALIZED,ACTION_TAGS,PRIMARY_CLASS,TREATMENT_CODE,RESEARCH_RELEVANCE,STRUCTURAL_BREAK_FLAG,SPECIAL_DIVIDEND_FLAG,AUTO_TERMS_READY,MANUAL_REVIEW_REQUIRED,REVIEW_REASON,DIVIDEND_RUPEES_PER_SHARE,DIVIDEND_PARSE_STATUS,BONUS_NEW_SHARES,BONUS_EXISTING_SHARES,BONUS_SHARE_MULTIPLIER,BONUS_PARSE_STATUS,SPLIT_OLD_FACE_VALUE,SPLIT_NEW_FACE_VALUE,SPLIT_SHARE_MULTIPLIER,SPLIT_PARSE_STATUS,RIGHTS_NEW_SHARES,RIGHTS_EXISTING_SHARES,RIGHTS_RATIO_PARSE_STATUS,EQ_PRICE_ON_EX_DATE,EQ_CLOSE_ON_EX_DATE,COMPANY,NSE_COMPANY_NAME,FACE_VALUE,BOOK_CLOSURE_START,BOOK_CLOSURE_END,PAYMENT_DATE,REMARKS
CA0024,24,2016-07-21,,ZYDUS,ZYDUSLIFE,CADILAHC,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,373.3,Zydus Lifesciences,Zydus Lifesciences Limited,1,2016-07-25,2016-08-03,,
CA0025,25,2016-07-25,,LUPIN,LUPIN,LUPIN,EQ,Annual General Meeting/ Dividend -Rs 7.50/- Per Share,ANNUAL GENERAL MEETING/ DIVIDEND -RS 7.50/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,7.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1722.2,Lupin,Lupin Limited,2,2016-07-27,2016-08-03,,
CA0026,26,2016-08-03,,GLENMARK,GLENMARK,GLENMARK,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,822.35,Glenmark Pharmaceuticals,Glenmark Pharmaceuticals Limited,1,2016-08-05,2016-08-12,,
CA0027,27,2016-08-03,,GRANULES,GRANULES,GRANULES,EQ,Annual Genral Meeting/ Dividend - Re 0.20/- Per Share,ANNUAL GENRAL MEETING/ DIVIDEND - RE 0.20/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.2,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,140.0,Granules India,Granules India Limited,1,2016-08-05,2016-08-11,,
CA0028,28,2016-08-04,,IPCALAB,IPCALAB,IPCALAB,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,518.4,IPCA Laboratories,IPCA Laboratories Limited,1,2016-08-06,2016-08-11,,
CA0029,29,2016-08-04,2016-08-05,SANOFI,SANOFI,SANOFI,EQ,Interim Dividend - Rs 18/- Per Share,INTERIM DIVIDEND - RS 18/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,18.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,4503.55,Sanofi India,Sanofi India Limited,10,,,,
CA0030,30,2016-08-04,,WOCKPHARMA,WOCKPHARMA,WOCKPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1010.4,Wockhardt,Wockhardt Limited,5,2016-08-06,2016-08-13,,
CA0031,31,2016-08-11,,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Dividend - Re 0.50/- Per Share,DIVIDEND - RE 0.50/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,281.0,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,2016-08-16,2016-08-23,,
CA0032,32,2016-08-12,,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,747.45,Aurobindo Pharma,Aurobindo Pharma Limited,1,2016-08-18,2016-08-24,,
CA0033,33,2016-08-18,,DIVISLAB,DIVISLAB,DIVISLAB,EQ,Annnual General Meeting,ANNNUAL GENERAL MEETING,,OTHER_MANUAL_REVIEW,MANUAL_REVIEW_UNCLASSIFIED,EQ_SERIES,False,False,False,True,PURPOSE_NOT_CLASSIFIED_CONFIDENTLY,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1275.6,Divi's Laboratories,Divi's Laboratories Limited,2,2016-08-22,2016-08-26,,
CA0034,34,2016-08-19,2016-08-22,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Dividend - Re 0.75/- Per Share,DIVIDEND - RE 0.75/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.75,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,642.25,Natco Pharma,Natco Pharma Limited,2,,,,
CA0035,35,2016-08-23,2016-08-24,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Re 0.20 Per Share,INTERIM DIVIDEND - RE 0.20 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.2,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,126.6,Granules India,Granules India Limited,1,,,,
CA0036,36,2016-09-08,,SUNPHARMA,SUNPHARMA,SUNPHARMA,EQ,Annual General Meeting/Dividend Re 1/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND RE 1/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,808.05,Sun Pharmaceutical Industries,Sun Pharmaceutical Industries Limited,1,2016-09-10,2016-09-17,,
CA0037,37,2016-09-12,,CIPLA,CIPLA,CIPLA,EQ,Annual General Meeting/Dividend Rs 2/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 2/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,570.1,Cipla,Cipla Limited,2,2016-09-15,2016-09-28,,
CA0038,38,2016-11-03,2016-11-05,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Re 0.20 Per Share,INTERIM DIVIDEND - RE 0.20 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.2,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,115.5,Granules India,Granules India Limited,1,,,,
CA0039,39,2016-11-07,2016-11-08,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Interim Dividend Rs 6/- Per Share,INTERIM DIVIDEND RS 6/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,6.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1916.4,Ajanta Pharma,Ajanta Pharma Limited,2,,,,
CA0040,40,2016-11-17,2016-11-19,WOCKPHARMA,WOCKPHARMA,WOCKPHARMA,EQ,Interim Dividend Rs 10/- Per Share (Purose Revised),INTERIM DIVIDEND RS 10/- PER SHARE (PUROSE REVISED),DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,10.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,727.35,Wockhardt,Wockhardt Limited,5,,,,
CA0041,41,2016-11-23,2016-11-24,ALKEM,ALKEM,ALKEM,EQ,Interim Dividend Rs 6/- Per Share,INTERIM DIVIDEND RS 6/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,6.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1702.15,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0042,42,2016-11-24,2016-11-25,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Interim Dividend Rs 1.25 Per Share,INTERIM DIVIDEND RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,709.65,Aurobindo Pharma,Aurobindo Pharma Limited,1,,,,
CA0043,43,2017-02-07,2017-02-08,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend Re 0.25 Per Share,INTERIM DIVIDEND RE 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,125.85,Granules India,Granules India Limited,1,,,,
CA0044,44,2017-02-10,2017-02-13,TORNTPHARM,TORNTPHARM,TORNTPHARM,EQ,Interim Dividend Rs 10/- Per Share (Purpose Revised),INTERIM DIVIDEND RS 10/- PER SHARE (PURPOSE REVISED),DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,10.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1251.95,Torrent Pharmaceuticals,Torrent Pharmaceuticals Limited,5,,,,
CA0045,45,2017-02-23,2017-02-27,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend Rs 6/- Per Share,INTERIM DIVIDEND RS 6/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,6.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,810.25,Natco Pharma,Natco Pharma Limited,2,,,,
CA0046,46,2017-03-16,2017-03-17,ZYDUS,ZYDUSLIFE,CADILAHC,EQ,Interim Dividend Rs 3.20 Per Share (Purpose Revised),INTERIM DIVIDEND RS 3.20 PER SHARE (PURPOSE REVISED),DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.2,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,442.7,Zydus Lifesciences,Zydus Lifesciences Limited,1,,,,
CA0047,47,2017-03-23,2017-03-25,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Interim Dividend Rs 7/- Per Share (Purpose Revised),INTERIM DIVIDEND RS 7/- PER SHARE (PURPOSE REVISED),DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,7.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1840.2,Ajanta Pharma,Ajanta Pharma Limited,2,,,,
CA0048,48,2017-04-25,,SANOFI,SANOFI,SANOFI,EQ,Annual General Meeting/Dividend Rs 50/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 50/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,50.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,4248.8,Sanofi India,Sanofi India Limited,10,2017-04-27,2017-05-05,,
CA0049,49,2017-06-01,2017-06-02,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Buyback,BUYBACK,BUYBACK,BUYBACK,NO_AUTOMATIC_ADJUSTMENT_REVIEW_TERMS,EQ_SERIES,False,False,False,True,BUYBACK_IS_NOT_AUTOMATIC_TOTAL_RETURN_DISTRIBUTION,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,329.9,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,,,,
CA0050,50,2017-06-08,2017-06-09,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Inteim Dividend Rs 1.25 Per Share,INTEIM DIVIDEND RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,605.05,Aurobindo Pharma,Aurobindo Pharma Limited,1,,,,
CA0051,51,2017-06-15,2017-06-17,BIOCON,BIOCON,BIOCON,EQ,Bonus 2:1,BONUS 2:1,BONUS,BONUS_ISSUE,LATER_NEUTRALIZE_SAME_STOCK_UNIT_CHANGE,EQ_SERIES,False,False,True,False,,,NOT_APPLICABLE,2.0,1.0,3.0,PARSED,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,344.8,Biocon,Biocon Limited,5,,,,
CA0052,52,2017-06-19,,TORNTPHARM,TORNTPHARM,TORNTPHARM,EQ,Dividend - Rs 4/- Per Share,DIVIDEND - RS 4/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,4.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1201.45,Torrent Pharmaceuticals,Torrent Pharmaceuticals Limited,5,2017-06-21,2017-06-23,,
CA0053,53,2017-06-23,,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1513.05,Ajanta Pharma,Ajanta Pharma Limited,2,2017-06-28,2017-07-05,,
CA0054,54,2017-07-06,,LAURUSLABS,LAURUSLABS,LAURUSLABS,EQ,Annual General Meeting/Dividend - Rs 1.50/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,620.35,Laurus Labs,Laurus Labs Limited,2,2017-07-10,2017-07-12,,
CA0055,55,2017-07-10,,ABBOTINDIA,ABBOTINDIA,ABBOTINDIA,EQ,Annual General Meeting/Dividend Rs 40/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 40/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,40.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,4350.75,Abbott India,Abbott India Limited,10,2017-07-12,2017-07-18,,
CA0056,56,2017-07-11,,APLLTD,APLLTD,APLLTD,EQ,Annual General Meeting/Dividend -Rs 4/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND -RS 4/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,4.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,537.8,Alembic Pharmaceuticals,Alembic Pharmaceuticals Limited,2,2017-07-13,2017-07-20,,
CA0057,57,2017-07-14,,GLAXO,GLAXO,GLAXO,EQ,Dividend - Rs 30/- Per Share,DIVIDEND - RS 30/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,30.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2560.85,GlaxoSmithKline Pharmaceuticals,GlaxoSmithKline Pharmaceuticals Limited,10,2017-07-18,2017-07-25,,
CA0058,58,2017-07-17,,DRREDDY,DRREDDY,DRREDDY,EQ,Annual General Meeting/Dividend - Rs 20/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 20/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,20.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2697.25,Dr. Reddy's Laboratories,Dr. Reddy's Laboratories Limited,1,2017-07-19,2017-07-21,,
CA0059,59,2017-07-20,,BIOCON,BIOCON,BIOCON,EQ,Annual General Meeting/Dividend - Re 1/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RE 1/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,402.6,Biocon,Biocon Limited,5,2017-07-22,2017-07-28,,
CA0060,60,2017-07-21,,PEL,PEL,PEL,EQ,Dividend - Rs 21/- Per Share,DIVIDEND - RS 21/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,21.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2918.05,Piramal Enterprises,Piramal Enterprises Limited,2,2017-07-25,2017-08-01,,
CA0061,61,2017-07-24,,LUPIN,LUPIN,LUPIN,EQ,Annual General Meeting/Dividend - Rs 7.50 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 7.50 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,7.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1141.5,Lupin,Lupin Limited,2,2017-07-26,2017-08-02,,
CA0062,62,2017-07-24,,WOCKPHARMA,WOCKPHARMA,WOCKPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,637.55,Wockhardt,Wockhardt Limited,5,2017-07-26,2017-08-02,,
CA0063,63,2017-07-26,,CIPLA,CIPLA,CIPLA,EQ,Annual General Meeting/Dividend - Rs 2/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 2/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,575.45,Cipla,Cipla Limited,2,2017-07-28,2017-08-11,,
CA0064,64,2017-07-27,,IPCALAB,IPCALAB,IPCALAB,EQ,Annual General Meeting/Dividend - Re 1/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RE 1/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,482.4,IPCA Laboratories,IPCA Laboratories Limited,1,2017-07-29,2017-08-04,,
CA0065,65,2017-07-27,,ZYDUS,ZYDUSLIFE,CADILAHC,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,540.4,Zydus Lifesciences,Zydus Lifesciences Limited,1,2017-07-31,2017-08-11,,
CA0066,66,2017-07-31,2017-08-01,SANOFI,SANOFI,SANOFI,EQ,Interim Dividend-Rs 18/- Per Share,INTERIM DIVIDEND-RS 18/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,18.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,4304.5,Sanofi India,Sanofi India Limited,10,,,,
CA0067,67,2017-08-16,2017-08-18,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,763.45,Natco Pharma,Natco Pharma Limited,2,,,,
CA0068,68,2017-08-22,,PFIZER,PFIZER,PFIZER,EQ,Dividend Rs 15/- Per Share + Special Dividend Rs 5/- Per Share,DIVIDEND RS 15/- PER SHARE + SPECIAL DIVIDEND RS 5/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,False,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,,AMBIGUOUS_MULTIPLE_AMOUNTS,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1763.3,Pfizer,Pfizer Limited,10,2017-08-24,2017-08-30,,
CA0069,69,2017-08-23,,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,698.65,Aurobindo Pharma,Aurobindo Pharma Limited,1,2017-08-25,2017-08-31,,
CA0070,70,2017-08-23,2017-08-25,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Re 0.25 Per Share,INTERIM DIVIDEND - RE 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,128.35,Granules India,Granules India Limited,1,,,,
CA0071,71,2017-08-31,2017-09-01,ALKEM,ALKEM,ALKEM,EQ,Annual General Meeting/ Dividend -Rs 9/- Per Share,ANNUAL GENERAL MEETING/ DIVIDEND -RS 9/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,9.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1800.35,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0072,72,2017-09-07,,STAR,STAR,STAR,EQ,Annual General Meeting/Dividend - Rs 4.50 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 4.50 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,4.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,923.2,Strides Pharma Science,Strides Pharma Science Limited,10,2017-09-09,2017-09-15,,
CA0073,73,2017-09-11,,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Annual General Meeting/Dividend - Re 1/- Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RE 1/- PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,277.9,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,2017-09-13,2017-09-19,,
