COST_MULTIPLIER,DATE,NAV_START,GROSS_PNL,TRANSACTION_COST,FINANCING_COST,TOTAL_COST,NAV_END,DAILY_RETURN,OPEN_PAIRS_EOD,LONG_EXPOSURE,SHORT_EXPOSURE,GROSS_EXPOSURE,NET_EXPOSURE,GROSS_EXPOSURE_TO_NAV,NET_EXPOSURE_TO_NAV,TURNOVER_VALUE,TURNOVER_TO_NAV
0.5,2024-02-02,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-05,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-06,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-07,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-08,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-09,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-12,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-13,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-14,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-15,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-16,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-19,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-20,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-21,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-22,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-23,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-26,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-27,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-28,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-02-29,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-01,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-04,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-05,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-06,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-07,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-11,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-12,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-13,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-14,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-15,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-18,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-19,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-20,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-21,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2024-03-22,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
